_id,BatchFileName,Indiv_Index,Race,DifficultyPerceiving,AgeCategory,Gender,DistanceBetweenOfficerAndIndiv,ReasonUseOfForce_EffectArrest,ReasonUseOfForce_PreventOffence,ReasonUseOfForce_PreventEscape,ReasonUseOfForce_ProtectOtherOfficers,ReasonUseOfForce_ProtectPublic,ReasonUseOfForce_ProtectSelf,ReasonUseOfForce_ProtectIndiv,ReasonUseOfForce_Unintentional,ReasonUseOfForce_Other,FactorsInfluenceResponse_NatureIncident,FactorsInfluenceResponse_PastHistory,FactorsInfluenceResponse_PhysicalSizeStrength,FactorsInfluenceResponse_OtherFactors,IndividualActions_ResistantPassive,IndividualActions_ResistantActive,IndividualActions_Assaultive,IndividualActions_SeriousBodilyHarmDeath,PerceiveAccessWeapon,OfficerResponses_DirectionsToComply,OfficerResponses_Comply,OfficerResponses_AttemptDeescalation,OfficerResponses_DeescalationTechniques_Communication,OfficerResponses_DeescalationTechniques_Containment,OfficerResponses_DeescalationTechniques_Cover,OfficerResponses_DeescalationTechniques_Distance,OfficerResponses_DeescalationTechniques_Repositioning,OfficerResponses_DeescalationTechniques_Teamwork,OfficerResponses_DeescalationTechniques_Time,OfficerResponses_DeescalationTechniques_Other,OfficerResponses_AssistCtrlBhvr,OfficerResponses_Reason_ImminentThreat,OfficerResponses_Reason_ActionRequiredImmediately,OfficerResponses_Reason_DeescalationUsedOtherOfficers,OfficerResponses_Reason_Other,TypeForceUsed_PhysicalControl_Check,TypeForceUsed_PhysicalControl_EscortTechniques,TypeForceUsed_PhysicalControl_Grounding,TypeForceUsed_PhysicalControl_JointLocks,TypeForceUsed_PhysicalControl_Pinning,TypeForceUsed_PhysicalControl_PressurePoints,TypeForceUsed_PhysicalControl_Strikes,TypeForceUsed_PhysicalControl_Other,TypeForceUsed_PhysicalControl_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_Check,TypeForceUsed_IntermWeapon_OC_Check,TypeForceUsed_IntermWeapon_OC_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_Baton_Check,TypeForceUsed_IntermWeapon_Baton_Hard,TypeForceUsed_IntermWeapon_Baton_Soft,TypeForceUsed_IntermWeapon_Baton_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_CEW_Check,TypeForceUsed_IntermWeapon_CEW_AssistCtrlBhvr,TypeForceUsed_IntermWeapon_CEW_WhyNot_CartridgeMalfunction,TypeForceUsed_IntermWeapon_CEW_WhyNot_Disconnect,TypeForceUsed_IntermWeapon_CEW_WhyNot_InsufficientProbeSpread,TypeForceUsed_IntermWeapon_CEW_WhyNot_OperatorError,TypeForceUsed_IntermWeapon_CEW_WhyNot_ProbeMiss,TypeForceUsed_IntermWeapon_CEW_WhyNot_WeaponMalfunction,TypeForceUsed_IntermWeapon_CEW_WhyNot_Other,TypeForceUsed_IntermWeapon_CEW_Drawn,TypeForceUsed_IntermWeapon_CEW_Pointed,TypeForceUsed_IntermWeapon_CEW_Discharged,TypeForceUsed_IntermWeapon_CEW_DeloymentMode_Cartridge,TypeForceUsed_IntermWeapon_CEW_DeloymentMode_DrivePushStun,TypeForceUsed_IntermWeapon_CEW_DeloymentMode_ThreePointContact,TypeForceUsed_IntermWeapon_CEW_DrivePushStunCycles,TypeForceUsed_IntermWeapon_CEW_ThreePointContactCycles,TypeForceUsed_LLFirearm_Check,TypeForceUsed_LLFirearm_Shotgun_Check,TypeForceUsed_LLFirearm_Shotgun_Pointed,TypeForceUsed_LLFirearm_Shotgun_Discharged,TypeForceUsed_LLFirearm_Shotgun_AssistCtrlBhvr,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_Check,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_Pointed,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_Discharged,TypeForceUsed_LLFirearm_ExtRangeImpactWeapon_AssistCtrlBhvr,TypeForceUsed_Other_Check,TypeForceUsed_Other_AssistCtrlBhvr,TypeForceUsed_Firearm_Check,TypeForceUsed_Firearm_Handgun_Check,TypeForceUsed_Firearm_Handgun_Drawn,TypeForceUsed_Firearm_Handgun_Pointed,TypeForceUsed_Firearm_Handgun_Discharged,TypeForceUsed_Firearm_Handgun_AssistCtrlBhvr,TypeForceUsed_Firearm_Rifle_Check,TypeForceUsed_Firearm_Rifle_Pointed,TypeForceUsed_Firearm_Rifle_Discharged,TypeForceUsed_Firearm_Rifle_AssistCtrlBhvr,TypeForceUsed_Firearm_ShotgunLethal_Check,TypeForceUsed_Firearm_ShotgunLethal_Pointed,TypeForceUsed_Firearm_ShotgunLethal_Discharged,TypeForceUsed_Firearm_ShotgunLethal_AssistControllingBehaviour,TypeForceUsed_Firearm_IssuePoliceChallenge,TypeForceUsed_Firearm_Comply,TypeForceUsed_Firearm_NoChallengeWhyNot_NotViable,TypeForceUsed_Firearm_NoChallengeWhyNot_IssuedByAnOtherOfficer,TypeForceUsed_Firearm_NoChallengeWhyNot_Other,IndivInjuries_PhysicalInjuries,IndividualInjuries_Treatment_No,IndividualInjuries_Treatment_FirstAid,IndividualInjuries_Treatment_MedicalPersonnelScene,IndividualInjuries_Treatment_AdmissionMedicalFacility,IndividualInjuries_Treatment_MedicalFacility,IndividualInjuries_Treatment_Unknown,IndividualInjuries_Treatment_Other
65,382894102,2,Latino,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,,1,,No,,,,,,,
66,382894102,3,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,,1,1,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,,1,,No,,,,,,,
67,418182568,1,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,,1,,,,,1,,,,,,1,,,Yes,No,Yes,1,,,,1,,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
68,299601154,1,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,,1,,,,,1,,,,,,1,,,Yes,No,Yes,1,,,,1,,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
69,709049767,1,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,,1,,,,,1,,,,,,1,,,Yes,No,Yes,1,,,,1,,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
70,821335770,1,Black,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),,,,1,,1,,,,,,1,,,,1,,,Yes,No,Yes,1,,,,,,,,No,,,,,1,,1,,1,,,,Yes,1,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
71,833327236,1,South Asian,No,18 - 24,Male,Greater than 7 metres (more than 23 feet),,,,1,1,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
72,331720488,1,Middle Eastern,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,,1,1,,,,1,,,,,,1,1,1,Yes,Yes,Yes,1,,,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,No,,1,,,No,,,,,,,
73,379238601,1,Middle Eastern,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,,1,1,,,,1,,,,,,1,1,1,Yes,Yes,Yes,1,,,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,No,,1,,,No,,,,,,,
74,120522457,1,Indigenous,No,17 and younger,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,,,1,,,,,,1,,,,1,1,Yes,Yes,Yes,1,,,1,,1,1,,Yes,,,,,1,,,,1,,,,Yes,1,,,,,,,1,Yes,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
75,791065783,1,Black,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),,,,1,,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
76,791065783,2,Black,No,17 and younger,Male,Greater than 7 metres (more than 23 feet),,,,1,,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
77,791065783,3,Black,No,17 and younger,Male,Greater than 7 metres (more than 23 feet),,,,1,1,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,,,1,No,,,,,,,
78,374636783,1,Indigenous,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),,,1,1,1,1,1,,,,,1,,,,1,,,Yes,No,Yes,1,1,1,1,1,1,1,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,1,,
79,782319505,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,1,,1,,,,1,,,Yes,No,Yes,1,,,,,1,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
80,430153830,1,East/Southeast Asian,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,,1,1,,,,1,,,,,,,1,1,Yes,Yes,Yes,1,,,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,No,,1,,,No,,,,,,,
81,839045049,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,,,,,,1,,1,1,,,1,,,,Yes,No,Yes,1,,,,,1,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,,1,,1,,Single Cycle (5 seconds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
82,562050212,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,1,,1,1,,,,,,,,,1,,,1,Yes,No,Yes,1,,,,1,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,No,,,,,,,,,Yes,No,,,,No,,,,,,,
83,607847322,1,White,No,55 - 64,Female,Less than 3 metres (approx. 10 feet),,,,,,1,,,,,,,,,,1,1,,Yes,No,Yes,1,1,1,,,,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
84,574903413,1,South Asian,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,1,1,1,1,1,,,,1,,,1,,1,,1,,Yes,No,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,No,,,,,,,,,No,,1,,,No,,,,,,,
85,390849972,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,,1,1,,,1,1,1,,,,1,,,Yes,No,Yes,1,,,,1,,,,No,,,,,,,,,,,,,,1,1,No,,,,,1,Yes,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
86,363335622,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,1,1,1,1,1,,,1,,1,1,,,,,1,Yes,Yes,Yes,1,,1,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
87,363335622,2,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,1,1,1,1,1,,,1,,1,1,,,,,1,Yes,Yes,Yes,1,,1,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
88,363335622,3,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,1,1,1,1,1,,,1,,1,1,,,,,1,Yes,Yes,Yes,1,,1,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
89,941479912,1,White,No,17 and younger,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,,,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
90,941479912,2,White,No,45 - 54,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,1,,,,,1,No,,No,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
91,865540131,1,Latino,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),,,,,1,,,,,1,,,,,,1,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
92,791876013,1,White,No,25 - 34,Female,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,1,,,No,,,,,,,
93,791876013,2,White,No,25 - 34,Female,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,1,,,No,,,,,,,
94,791876013,3,Middle Eastern,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,,1,1,1,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,1,,,No,,,,,,,
95,791876013,4,Middle Eastern,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,,1,1,,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,1,,,No,,,,,,,
96,984938583,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,1,1,1,1,1,,,,,,,,,,,1,1,Yes,No,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,No,,,,,,,,,Yes,No,,,,No,,,,,,,
97,809596119,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,1,1,1,1,1,,,,1,,,,,,,1,1,Yes,No,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,No,,,,,,,,,Yes,No,,,,No,,,,,,,
98,230812871,1,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,1,,1,1,,,1,,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,,1,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Don't Know (e.g., individual fled/escaped)",,,,,,,
99,230812871,2,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,1,,1,1,,,1,1,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,,1,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Don't Know (e.g., individual fled/escaped)",,,,,,,
100,230812871,3,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,1,,,1,,,1,,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,,1,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Don't Know (e.g., individual fled/escaped)",,,,,,,
101,616276203,1,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,,,1,1,,,1,,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,,1,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Don't Know (e.g., individual fled/escaped)",,,,,,,
102,616276203,2,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,1,,1,1,,,1,1,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,,1,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Don't Know (e.g., individual fled/escaped)",,,,,,,
103,616276203,3,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,1,,,1,,,1,,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,,1,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Don't Know (e.g., individual fled/escaped)",,,,,,,
104,710371766,1,Middle Eastern,Yes,18 - 24,Male,Less than 3 metres (approx. 10 feet),,,,1,,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,No,,1,,,No,,,,,,,
105,429514149,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,,,1,,,,,,1,1,,1,1,,,Yes,No,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
106,429514149,2,Black,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),,1,,,,1,,,,,,1,1,,1,1,,,Yes,No,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
107,429514149,3,Black,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),,1,,,,1,,,,,,1,1,,1,1,,,Yes,No,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
108,429514149,4,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,,,1,,,,,,1,1,,1,1,,,Yes,No,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
109,975069934,1,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,,1,,,,,,,,,,1,,,Yes,No,Yes,1,1,,,,1,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,,1,1,,1,,Extended Cycle (more than 5 seconds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
110,819649184,1,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,,1,,,,,,,,,,1,,,Yes,No,Yes,1,1,,,,1,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,,1,1,,1,,Extended Cycle (more than 5 seconds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
111,958506732,1,Latino,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,1,1,1,,,,,,,,,1,1,1,1,Yes,No,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
112,951473173,1,Black,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,,,1,,,1,,,,,1,,,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,1,1,,,No,,,,,,,,,,,,,,No,,,,,,,
113,805830934,1,Black,No,17 and younger,Male,3 to 7 metres (approx. 10 to 23 feet),,,1,,,1,,,,1,,,1,,,,1,1,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
114,593563321,1,Black,No,17 and younger,Male,Less than 3 metres (approx. 10 feet),,,1,,,1,,,,1,,,1,,,,,,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
115,663518365,1,White,No,55 - 64,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,1,,,,,,1,1,1,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,No,,,,1,No,,,,,,,
116,747613386,1,White,No,55 - 64,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,,,,,,,1,,1,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
117,118028503,1,Black,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,,1,1,,1,,,,,,,,1,,,,,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
118,995812361,1,South Asian,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,,,,1,1,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
119,920746160,1,South Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,,,,1,1,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,Yes,,,,,,,,,,,,,,No,,,,,,,
120,265359887,1,East/Southeast Asian,Yes,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,1,1,,1,,,,1,,,,,,,1,,Yes,Yes,No,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
121,775999517,1,White,No,35 - 44,Female,3 to 7 metres (approx. 10 to 23 feet),,1,,1,1,,,,,,,,,1,,,,1,Yes,Yes,Yes,1,,,,1,1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,Yes,,,,,,,,,Yes,Yes,,,,No,,,,,,,
122,949229507,1,Middle Eastern,No,45 - 54,Female,Less than 3 metres (approx. 10 feet),,,,1,,1,1,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,1,,,No,,,,,,,
123,949229507,2,Middle Eastern,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,1,,1,1,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,1,,,No,,,,,,,
124,949229507,3,Middle Eastern,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),,,,1,,1,1,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,1,,,No,,,,,,,
125,173567700,1,Indigenous,No,45 - 54,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,,1,,,,,,,,,,1,,,Yes,Yes,Yes,1,,,1,1,,,,Yes,,,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,
126,117191115,1,White,No,55 - 64,Male,Less than 3 metres (approx. 10 feet),,1,,,1,1,,,,,,,1,,,1,,,Yes,No,Yes,1,,,,,1,,,No,,,,,1,,1,,1,,1,,Yes,1,,,1,,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1,1,,1,,
127,177265939,1,Black,No,65 and older,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,1,,,1,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,1,,,No,,,,,,,
128,177265939,2,Black,No,17 and younger,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,1,,,1,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,Yes,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,Yes,,,,,No,,1,,,No,,,,,,,
